Action	Reward	Loss	Remaining	length	Punto	objetivo				
#############	EPISODIO	0#################								
Punto	Encontrado									
1	6,254988094	72,25382996	38,84101541	[	0	0	-10,]	[1,843597033257538e-06	27,91488266	-39,97713851928711]
1	6,191559787	71,95301056	40,96180547	[	0	0	-10,]	[2,5224603632523213e-06	29,45171356	-41,77519989013672]
#############	EPISODIO	365#################								
Punto	Encontrado									
1	10,64612163	44,6170311	7,855636358	[	0	0	-10,]	[0,0	0	-4,852434158325195]
8	13,13330045	3,97919035	5,147565842	[	0	0	-10,]	[-4,442289364050417e-13	0,014303728	-6,734297275543213]
8	16,72131207	33,44300842	3,265734049	[	0	0	-10,]	[-4,2289661356109676e-11	0,206520855	-8,235962867736816]
8	45	40,08277512	1,776084983	[	0	0	-10,]	[-3,295826667137902e-10	0,613714278	-9,353283882141113]
Punto	Encontrado									
7	7,273926402	109,7704773	20,98839855	[-19,	0	-1,]	[-0,8037825226783752	1,516740203	-9,087406158447266]	
8	7,384335635	164,765625	19,97020204	[-19,	0	-1,]	[-1,5904966592788696	1,49794805	-7,626838207244873]	
3	7,539589412	10,12168884	18,68822195	[-19,	0	-1,]	[-2,3819735050201416	1,635375857	-5,8238396644592285]	
3	7,720185192	2,688240528	17,38110146	[-19,	0	-1,]	[-3,1691110134124756	1,630409956	-4,014925479888916]	
3	7,907367748	31,52267838	16,19768682	[-19,	0	-1,]	[-3,9726269245147705	1,393056154	-2,154648542404175]	
3	8,098678733	3,481002331	15,13590963	[-19,	0	-1,]	[-4,757492542266846	0,940720916	-0,3299042582511902]	
7	8,270269072	6,551997185	14,2892618	[-19,	0	-1,]	[-4,819875717163086	0,895034134	-0,18466529250144958]	
7	8,282623918	2,141134024	14,23171745	[-19,	0	-1,]	[-4,819875717163086	0,895034134	-0,18466529250144958]	
8	-105	34,07189941	999	[-19,	0	-1,]	[-4,819875717163086	0,895034134	-0,18466529250144958]	
#############	EPISODIO	366#################								
Punto	Encontrado									
8	10,64612163	4,588926792	7,855636358	[	0	0	-10,]	[-1,818430822586592e-12	0,013481813	-4,56100606918335]
8	12,7651681	6,049332619	5,43901064	[	0	0	-10,]	[-6,844958627683084e-11	0,203643501	-5,668951988220215]
8	14,37060816	27,90843964	4,335832971	[	0	0	-10,]	[-2,7123267520856587e-10	0,603343546	-6,385314464569092]
8	15,71881896	67,75617981	3,664693023	[	0	0	-10,]	[-7,794169754049562e-10	1,24400568	-6,733399868011475]
8	16,12233728	29,03772163	3,495457989	[	0	0	-10,]	[-2,124118880786341e-09	2,090024233	-6,674053192138672]
8	15,1458577	80,66252899	3,928119584	[	0	0	-10,]	[2,693663603281493e-08	3,14436698	-6,222386837005615]
7	13,45305922	2,284941196	4,915018302	[	0	0	-10,]	[1,3770659279543906e-07	4,404500484	-5,353470325469971]
8	11,7546276	7,551181793	6,402332585	[	0	0	-10,]	[3,16284456403082e-07	5,723802567	-4,067966461181641]
8	10,40936104	73,22943115	8,243235877	[	0	0	-10,]	[5,691477440450399e-07	7,189969063	-2,416111469268799]
3	9,366656757	61,21208954	10,45040767	[	0	0	-10,]	[8,480800488541718e-07	8,831406593	-0,5154832005500793]
7	8,581778685	84,07942963	12,9595448	[	0	0	-10,]	[9,155273232863692e-07	9,11396122	-0,178812637925148]
3	8,472582077	41,27606201	13,39850776	[	0	0	-10,]	[9,155273232863692e-07	9,11396122	-0,178812637925148]
5	-105	76,66168213	999	[	0	0	-10,]	[9,155273232863692e-07	9,11396122	-0,178812637925148]
#############	EPISODIO	367#################								
Punto	Encontrado									
2	10,64612163	66,53590393	7,855636358	[	0	0	-10,]	[7,381185072874441e-12	0,018850464	-4,859365463256836]
5	13,14243516	4,557274818	5,140669099	[	0	0	-10,]	[2,529823850405677e-10	0,221904978	-6,8731303215026855]
5	17,09267701	6,180896759	3,134733769	[	0	0	-10,]	[1,222380419108049e-09	0,645356059	-8,898472785949707]
5	45	5,79860878	1,276654474	[	0	0	-10,]	[3,3810805266654143e-09	1,291583061	-10,946259498596191]
Punto	Encontrado									
5	7,603633458	101,3180542	18,20393205	[	5	19	-9,]	[0,25007346272468567	3,638979435	-12,171226501464844]
8	7,875481326	6,294366837	16,38839322	[	5	19	-9,]	[0,5073184967041016	4,931836605	-10,709843635559082]
5	8,151239157	109,1307755	14,86677415	[	5	19	-9,]	[0,7622780799865723	6,468171597	-8,904158592224121]
5	8,513878003	67,62065125	13,22929309	[	5	19	-9,]	[1,0100704431533813	8,196908951	-7,114089488983154]
8	8,946409017	30,32250977	11,66974604	[	5	19	-9,]	[1,2572975158691406	10,15921688	-5,144315242767334]
8	9,406954728	3,429675102	10,34570312	[	5	19	-9,]	[1,4956800937652588	12,28613186	-2,8213019371032715]
8	9,6407685	7,584293365	9,774077612	[	5	19	-9,]	[1,734593391418457	14,66731548	-0,043151963502168655]
8	9,358485496	74,43423462	10,47187482	[	5	19	-9,]	[1,7236013412475586	14,55207729	-0,18445990979671478]
8	9,384623573	53,27026367	10,40348748	[	5	19	-9,]	[1,7236013412475586	14,55207729	-0,18445990979671478]
8	-105	49,50155258	999	[	5	19	-9,]	[1,7236013412475586	14,55207729	-0,18445990979671478]
#############	EPISODIO	368#################								
Punto	Encontrado									
7	10,64612163	106,7622223	7,855636358	[	0	0	-10,]	[0,0	0	-4,561892509460449]
7	12,76625741	5,965446472	5,438107491	[	0	0	-10,]	[0,0	0	-5,647236347198486]
7	14,34096912	6,830821991	4,352763653	[	0	0	-10,]	[0,0	0	-6,36970853805542]
7	15,7984563	32,67909241	3,630291462	[	0	0	-10,]	[0,0	0	-6,686712265014648]
7	16,59208545	42,42865753	3,313287735	[	0	0	-10,]	[0,0	0	-6,599008083343506]
3	16,36107517	58,91518021	3,400991917	[	0	0	-10,]	[-2,896044732150771e-12	-0,014922781	-6,256022930145264]
3	15,53961388	4,773500443	3,744006809	[	0	0	-10,]	[-8,963148973029078e-11	-0,215832308	-5,911533355712891]
3	14,8151616	47,44861603	4,094159631	[	0	0	-10,]	[-3,8124153833862806e-10	-0,653280258	-5,561882495880127]
3	14,11420751	5,635558128	4,48594049	[	0	0	-10,]	[-8,576755416989101e-10	-1,296340823	-5,225115776062012]
3	13,40657045	5,854923248	4,947728659	[	0	0	-10,]	[-1,351676104377475e-09	-2,166196823	-4,887186050415039]
3	12,63035875	38,75424576	5,552771845	[	0	0	-10,]	[-1,6645572697981947e-09	-3,254999638	-4,552570343017578]
3	11,80658613	6,248857021	6,345826385	[	0	0	-10,]	[-1,676645045023406e-09	-4,543830872	-4,225533485412598]
3	10,98956799	3,9734478	7,347847475	[	0	0	-10,]	[-1,3804174470166686e-09	-6,047966957	-3,9008238315582275]
3	10,2140886	32,23336792	8,589403603	[	0	0	-10,]	[-8,197593714953655e-10	-7,802683353	-3,5725977420806885]
3	9,500825378	32,53559113	10,10907351	[	0	0	-10,]	[2,2918134057192674e-10	-9,729824066	-3,2546427249908447]
3	8,894289503	30,41785431	11,83931253	[	0	0	-10,]	[2,2687844936086776e-09	-11,84920883	-2,942473888397217]
3	8,380262177	84,28770447	13,79175206	[	0	0	-10,]	[6,02406924343768e-09	-14,23174858	-2,6263957023620605]
3	7,936254488	2,723510742	16,02849675	[	0	0	-10,]	[1,2185044973023196e-08	-16,73227882	-2,324676275253296]
8	7,576166052	64,87458801	18,40868678	[	0	0	-10,]	[2,4973852319476464e-08	-19,46195793	-1,8653559684753418]
8	7,263098138	83,42557526	21,09360662	[	0	0	-10,]	[8,011829777387902e-08	-22,00217438	-1,0155431032180786]
8	7,018908216	7,344944	23,76586087	[	0	0	-10,]	[-4,11923883802956e-06	-23,69986153	-0,16051024198532104]
8	6,875381974	41,48902893	25,66123526	[	0	0	-10,]	[-4,1198727558366954e-06	-23,69941139	-0,16083289682865143]
8	6,87541992	4,506472111	25,66069581	[	0	0	-10,]	[-4,1198727558366954e-06	-23,69941139	-0,16083289682865143]
8	-105	31,28834724	999	[	0	0	-10,]	[-4,1198727558366954e-06	-23,69941139	-0,16083289682865143]
#############	EPISODIO	369#################								
Punto	Encontrado									
4	10,64612163	41,55778122	7,855636358	[	0	0	-10,]	[0,0	0	-4,707916259765625]
3	12,9464931	105,4750671	5,29208374	[	0	0	-10,]	[-1,556579192797669e-12	-0,014790606	-6,314558982849121]
3	15,67128646	29,47431946	3,685470696	[	0	0	-10,]	[-1,1523212939401617e-11	-0,204393148	-7,917124271392822]
3	21,16616083	8,781463623	2,092880278	[	0	0	-10,]	[1,1660997688289765e-12	-0,625374913	-9,584025382995605]
3	45	36,23595428	0,751084991	[	0	0	-10,]	[1,4992768138100132e-10	-1,265404224	-11,248153686523438]
Punto	Encontrado									
7	7,535433088	62,33459091	18,72049676	[	10	-17	-8,]	[0,46517589688301086	-3,400308371	-11,794391632080078]
7	7,772068239	85,34390259	17,03707401	[	10	-17	-8,]	[0,9445178508758545	-4,324351788	-9,864800453186035]
7	7,995947768	5,682779312	15,68920952	[	10	-17	-8,]	[1,412508487701416	-5,241695881	-7,476158142089844]
7	8,21135874	7,30046463	14,56973358	[	10	-17	-8,]	[1,885727882385254	-6,170129299	-4,619874477386475]
1	8,34488051	4,250812054	13,94821709	[	10	-17	-8,]	[2,343367576599121	-7,069957733	-1,6937460899353027]
7	8,325436774	72,69544983	14,0356189	[	10	-17	-8,]	[2,60156512260437	-7,578454494	-0,16336128115653992]
1	8,264802586	101,2952652	14,31486167	[	10	-17	-8,]	[2,60156512260437	-7,578454494	-0,16772934794425964]
3	8,265312338	32,03276825	14,31247085	[	10	-17	-8,]	[2,6015331745147705	-7,591721535	-0,2332836389541626]
8	8,274830119	57,3245697	14,26796755	[	10	-17	-8,]	[2,6016476154327393	-7,735256195	-0,17596480250358582]
8	8,288356978	81,59877014	14,20516183	[	10	-17	-8,]	[2,6016476154327393	-7,735256195	-0,17596480250358582]
3	-105	59,81819534	999	[	10	-17	-8,]	[2,6016476154327393	-7,735256195	-0,17596480250358582]
#############	EPISODIO	370#################								
Punto	Encontrado									
6	10,64612163	53,3447876	7,855636358	[	0	0	-10,]	[-1,0943637489269076e-12	-0,014453281	-4,557755470275879]
3	12,761247	102,9971237	5,442263722	[	0	0	-10,]	[-1,2963983185565464e-11	-0,21204254	-5,814488887786865]
3	14,63228033	41,43650055	4,190878823	[	0	0	-10,]	[-1,1680676499821463e-13	-0,623024464	-7,050142765045166]
3	17,4535099	35,24475861	3,014932369	[	0	0	-10,]	[2,8406058755203745e-11	-1,24747777	-8,296416282653809]
3	21,06946145	74,38032532	2,111491953	[	0	0	-10,]	[7,63629853794967e-11	-2,086829424	-9,552009582519531]
7	20,95214856	75,14841461	2,13437402	[	0	0	-10,]	[6,622815629242496e-10	-3,145678043	-10,6816987991333]
3	16,8520037	29,54792976	3,218695948	[	0	0	-10,]	[5,741318975793774e-09	-4,259378433	-11,579819679260254]
7	14,02051398	67,55274963	4,542921401	[	0	0	-10,]	[1,3314716440504526e-08	-5,549378872	-12,335453987121582]
7	12,12170239	5,125250816	6,020793236	[	0	0	-10,]	[2,7406542812968837e-08	-6,841731548	-12,674734115600586]
7	10,99090473	43,90499115	7,345984833	[	0	0	-10,]	[5,037171746380409e-08	-8,153339386	-12,607293128967285]
5	10,23008332	31,629776	8,560077138	[	0	0	-10,]	[8,231990022977698e-08	-9,425505638	-12,284116744995117]
7	9,673632464	43,55331421	9,69831665	[	0	0	-10,]	[1,2730068021937768e-07	-10,52902603	-11,802591323852539]
5	9,280010129	49,12739944	10,68221534	[	0	0	-10,]	[1,827524584996354e-07	-11,56989574	-11,06576156616211]
5	8,962317285	41,46306229	11,6188784	[	0	0	-10,]	[2,4540690901631024e-07	-12,3947649	-10,356061935424805]
5	8,731377226	48,99774933	12,39987811	[	0	0	-10,]	[3,145839571061515e-07	-13,000494	-9,641633033752441]
5	8,570043299	37,62530136	13,00543237	[	0	0	-10,]	[3,8660718360006285e-07	-13,3834877	-8,932439804077148]
7	8,465964662	28,33000183	13,42599821	[	0	0	-10,]	[4,6189470026547497e-07	-13,56753159	-8,048968315124512]
7	8,399719789	30,95924187	13,70709444	[	0	0	-10,]	[5,497308848134708e-07	-13,71350479	-6,761599540710449]
7	8,313301843	4,960998058	14,09068668	[	0	0	-10,]	[6,534862677654019e-07	-13,86214066	-5,071749210357666]
7	8,182255898	31,86976051	14,71212423	[	0	0	-10,]	[7,701780191382568e-07	-14,00696087	-3,0340981483459473]
7	8,004177829	5,005662918	15,64348879	[	0	0	-10,]	[9,062296726369823e-07	-14,15580559	-0,534990668296814]
7	7,773371129	5,359292984	17,02860046	[	0	0	-10,]	[9,155273232863692e-07	-14,17569828	-0,16524039208889008]
7	7,739245686	40,68179703	17,25320023	[	0	0	-10,]	[9,155273232863692e-07	-14,17569828	-0,16524039208889008]
7	-105	29,09440231	999	[	0	0	-10,]	[9,155273232863692e-07	-14,17569828	-0,16524039208889008]
#############	EPISODIO	371#################								
Punto	Encontrado									
7	10,64612163	13,14105225	7,855636358	[	0	0	-10,]	[0,0	0	-4,55680513381958]
7	12,76012538	4,60354948	5,443194866	[	0	0	-10,]	[0,0	0	-5,673671245574951]
7	14,38732893	73,03334808	4,326328754	[	0	0	-10,]	[0,0	0	-6,3988800048828125]
7	15,86691937	3,42198658	3,601119995	[	0	0	-10,]	[0,0	0	-6,714207649230957]
7	16,66645416	113,9134598	3,285792351	[	0	0	-10,]	[0,0	0	-6,6221842765808105]
7	16,4212208	41,6195755	3,377815723	[	0	0	-10,]	[0,0	0	-6,115133285522461]
0	15,23569381	30,79864883	3,884866714	[	0	0	-10,]	[1,9762971641135163e-12	-0,018051108	-5,522671699523926]
5	14,12847744	86,70214081	4,477364688	[	0	0	-10,]	[-2,406391058640267e-11	-0,197102174	-5,156991481781006]
5	13,55136796	40,27024078	4,84701772	[	0	0	-10,]	[-1,4846339713159296e-09	-0,226213038	-4,807661056518555]
8	13,06807612	113,1836777	5,197264284	[	0	0	-10,]	[-6,239942340613425e-09	-0,030332487	-4,314936637878418]
8	12,47927014	62,82481384	5,685144281	[	0	0	-10,]	[-1,6012645431828787e-08	0,382739127	-3,4198672771453857]
8	11,58652664	32,35419464	6,5912545	[	0	0	-10,]	[-3,247304647402416e-08	1,007381439	-2,1454076766967773]
8	10,60605421	111,4075775	7,91892909	[	0	0	-10,]	[-5,7591901025944026e-08	1,843784213	-0,4808410108089447]
8	9,674610649	50,04270172	9,696077974	[	0	0	-10,]	[0,0	1,997224092	-0,1756768822669983]
8	9,535032428	31,78593063	10,02527949	[	0	0	-10,]	[0,0	1,997224092	-0,1756768822669983]
8	-105	113,2297897	999	[	0	0	-10,]	[0,0	1,997224092	-0,1756768822669983]
#############	EPISODIO	372#################								
Punto	Encontrado									
8	10,64612163	39,02075195	7,855636358	[	0	0	-10,]	[-4,559210539482883e-13	0,013799798	-4,55982780456543]
8	12,76374646	78,83666229	5,440189698	[	0	0	-10,]	[-1,910639702007444e-11	0,200228766	-5,649751663208008]
8	14,33732298	3,512577534	4,354853861	[	0	0	-10,]	[-9,56303855548235e-11	0,607970476	-6,378024578094482]
8	15,70057353	33,07803345	3,672646737	[	0	0	-10,]	[-1,6557052950894047e-10	1,218598485	-6,714828014373779]
8	16,10148207	62,30329895	3,503903144	[	0	0	-10,]	[-1,8440126162144743e-11	2,042893171	-6,6609015464782715]
8	15,17405939	44,02407074	3,914459221	[	0	0	-10,]	[5,958580295839511e-10	3,088380575	-6,204545497894287]
8	13,48433084	30,40228271	4,893216678	[	0	0	-10,]	[1,868542209848556e-09	4,36497879	-5,334951400756836]
8	11,76707376	32,9890976	6,388718046	[	0	0	-10,]	[3,8820586745202945e-09	5,866233826	-4,052713871002197]
8	10,34552588	56,46088409	8,353616678	[	0	0	-10,]	[6,559413900930622e-09	7,537304878	-2,4116811752319336]
8	9,275151515	29,62977028	10,69549192	[	0	0	-10,]	[1,00422674620404e-08	9,438527107	-0,34488216042518616]
8	8,447773095	43,80923843	13,50211444	[	0	0	-10,]	[0,0	9,583882332	-0,17742682993412018]
7	8,395937624	57,26893234	13,7234742	[	0	0	-10,]	[0,0	9,583882332	-0,17742682993412018]
7	-105	132,4271851	999	[	0	0	-10,]	[0,0	9,583882332	-0,17742682993412018]
#############	EPISODIO	373#################								
Punto	Encontrado									
3	10,64612163	30,77689171	7,855636358	[	0	0	-10,]	[-4,2974872792311825e-12	-0,016635211	-4,712100982666016]
7	12,95174856	65,28598785	5,287925184	[	0	0	-10,]	[-1,832334561857607e-10	-0,198749498	-6,194287300109863]
7	15,3930681	33,19776917	3,810898912	[	0	0	-10,]	[-9,818873492051239e-10	-0,417614967	-7,2770514488220215]
7	18,31633481	30,160326	2,754786938	[	0	0	-10,]	[-2,8455784395475803e-09	-0,635951757	-7,987124443054199]
7	21,07226977	3,889055252	2,110948281	[	0	0	-10,]	[-6,1979559262681505e-09	-0,855197966	-8,30253791809082]
7	45	3,542495966	1,9007212	[	0	0	-10,]	[-1,1662367072062807e-08	-1,081184864	-8,213849067687988]
Punto	Encontrado									
7	7,511922455	5,961026669	18,90507307	[	13	-14	-13,]	[0,5945681929588318	-2,014416933	-8,301840782165527]
7	7,648590537	70,91346741	17,8779652	[	13	-14	-13,]	[1,1346381902694702	-2,593428373	-8,068262100219727]
7	7,749983055	27,76178932	17,18193021	[	13	-14	-13,]	[1,6615159511566162	-3,161066055	-7,420120716094971]
7	7,833072024	4,566243649	16,64868651	[	13	-14	-13,]	[2,188828706741333	-3,729413986	-6,361143589019775]
7	7,886333802	33,06230927	16,3230137	[	13	-14	-13,]	[2,720257043838501	-4,302661419	-4,879679203033447]
1	7,890372775	40,2182579	16,29880672	[	13	-14	-13,]	[3,2311604022979736	-4,85418129	-3,340773344039917]
1	7,856515305	5,251385689	16,5038446	[	13	-14	-13,]	[3,7443056106567383	-5,408527374	-2,1664979457855225]
1	7,834677427	32,50600433	16,63869127	[	13	-14	-13,]	[4,255560398101807	-5,961242676	-1,3740925788879395]
1	7,837567369	33,75320816	16,62072702	[	13	-14	-13,]	[4,766972541809082	-6,514535427	-0,9694854617118835]
1	7,87563891	34,36976624	16,38744034	[	13	-14	-13,]	[5,274479866027832	-7,064013004	-0,957849383354187]
1	7,958607582	5,713720798	15,89984177	[	13	-14	-13,]	[5,782158374786377	-7,614079952	-1,3426494598388672]
1	8,100740809	5,222690582	15,12517882	[	13	-14	-13,]	[6,28597354888916	-8,160366058	-2,1171987056732178]
1	8,320592321	42,82868958	14,05755454	[	13	-14	-13,]	[6,791971206665039	-8,709424019	-3,2911524772644043]
1	8,654874514	201,9550018	12,68036024	[	13	-14	-13,]	[7,288135528564453	-9,248211861	-4,832489490509033]
1	9,152331717	49,12097931	11,04142718	[	13	-14	-13,]	[7,776551246643066	-9,778966904	-6,729841709136963]
1	9,907811183	5,546967506	9,187841002	[	13	-14	-13,]	[8,269190788269043	-10,31470203	-9,027627944946289]
1	11,10264289	45,71976089	7,193171529	[	13	-14	-13,]	[8,76205062866211	-10,8510704	-11,709589004516602]
1	12,76979583	34,39467239	5,435175527	[	13	-14	-13,]	[9,25118637084961	-11,38376808	-14,75202751159668]
1	13,4807579	5,146075249	4,895699488	[	13	-14	-13,]	[9,742506980895996	-11,91924953	-18,188325881958008]
3	11,69353677	42,00901794	6,469892482	[	13	-14	-13,]	[10,232046127319336	-12,46720123	-21,867923736572266]
3	9,800550587	3,092563629	9,415471953	[	13	-14	-13,]	[10,716094970703125	-13,18694305	-25,52115249633789]
3	8,635388704	43,29719543	12,75368745	[	13	-14	-13,]	[11,203790664672852	-14,13725376	-29,21677589416504]
3	7,887415146	97,6638031	16,31652619	[	13	-14	-13,]	[11,682975769042969	-15,28960419	-32,866607666015625]
3	7,386414367	57,38045883	19,95193554	[	13	-14	-13,]	[12,157130241394043	-16,64757538	-36,50039291381836]
3	7,02723984	49,38127136	23,66407725	[	13	-14	-13,]	[12,633503913879395	-18,23395538	-40,17693328857422]
3	6,753942474	7,369983673	27,50720634	[	13	-14	-13,]	[13,102213859558105	-20,0161705	-43,8228645324707]
7	6,542987147	48,18816376	31,40467693	[	13	-14	-13,]	[13,566773414611816	-21,98738861	-47,32600402832031]
0	6,379401209	68,84191895	35,24761214	[	13	-14	-13,]	[14,024962425231934	-23,9924984	-50,710628509521484]
8	6,249202663	46,28046036	39,02553106	[	13	-14	-13,]	[14,48808479309082	-26,17511177	-54,276451110839844]
1	6,13480732	76,11117554	43,06034323	[	13	-14	-13,]	[14,9373140335083	-28,17370415	-57,67867660522461]
#############	EPISODIO	374#################								
Punto	Encontrado									
8	10,6461227	34,28485489	7,855634689	[	0	0	-10,]	[7,500012438356463e-13	0,015111514	-4,58599328994751]
7	12,79541367	4,766159058	5,4140278	[	0	0	-10,]	[3,493742795068755e-11	0,200690299	-5,706031322479248]
3	14,43635514	74,06523132	4,298656022	[	0	0	-10,]	[3,3914229757847636e-10	0,411982507	-6,595690727233887]
7	16,28885463	123,1576538	3,429147301	[	0	0	-10,]	[2,11375517089607e-09	0,4470267	-7,327211380004883]
7	18,47740271	47,10123825	2,709913629	[	0	0	-10,]	[4,093421601680802e-09	0,442091227	-7,644092559814453]
7	19,71874711	33,76022339	2,397028268	[	0	0	-10,]	[5,735481867219505e-09	0,439959675	-7,560877323150635]
7	19,37407706	44,59428406	2,478484204	[	0	0	-10,]	[6,95668989081355e-09	0,437558264	-7,064574241638184]
7	17,60125713	82,89479065	2,967858086	[	0	0	-10,]	[7,645666322275702e-09	0,435189933	-6,159648895263672]
7	15,27763936	7,635635376	3,864930386	[	0	0	-10,]	[7,717652295013977e-09	0,432872802	-4,880816459655762]
7	13,14670246	7,772658348	5,137452577	[	0	0	-10,]	[7,075852348492617e-09	0,430490792	-3,157566785812378]
4	11,36459292	33,4935112	6,855961976	[	0	0	-10,]	[5,607772912696873e-09	0,428136587	-1,1976990699768066]
8	10,09543397	45,62088013	8,812706883	[	0	0	-10,]	[0,0	0,426893294	-0,1615699678659439]
8	9,609277446	6,357936382	9,84768721	[	0	0	-10,]	[0,0	0,426893294	-0,1615699678659439]
7	-105	70,71760559	999	[	0	0	-10,]	[0,0	0,426893294	-0,1615699678659439]
#############	EPISODIO	375#################								
Punto	Encontrado									
7	10,64612163	44,02380371	7,855636358	[	0	0	-10,]	[0,0	0	-4,555693626403809]
7	12,75878692	68,2773819	5,444306374	[	0	0	-10,]	[0,0	0	-5,669336795806885]
7	14,37969594	101,1669083	4,330663204	[	0	0	-10,]	[0,0	0	-6,375756740570068]
7	15,81257996	36,81941986	3,624243259	[	0	0	-10,]	[0,0	0	-6,688296794891357]
7	16,59634549	33,17061996	3,311703205	[	0	0	-10,]	[0,0	0	-6,593977451324463]
7	16,34810352	33,1700592	3,406022549	[	0	0	-10,]	[0,0	0	-6,100583076477051]
1	15,20529601	44,28429794	3,899416924	[	0	0	-10,]	[0,0	0	-5,500130653381348]
1	14,09112505	42,44826126	4,499869347	[	0	0	-10,]	[0,0	0	-5,28314208984375]
1	13,7460631	7,005210876	4,71685791	[	0	0	-10,]	[0,0	0	-5,458535194396973]
1	14,02288506	96,64753723	4,541464806	[	0	0	-10,]	[0,0	0	-6,028260707855225]
7	15,0568427	6,355637074	3,971739292	[	0	0	-10,]	[0,0	0	-6,688602447509766]
2	16,5971676	114,0357895	3,311397552	[	0	0	-10,]	[-3,835796263951252e-12	0,017507279	-7,265222072601318]
3	18,38747598	36,07718658	2,734833965	[	0	0	-10,]	[-4,0320403266180804e-11	0,185270995	-8,07020092010498]
3	45	4,745515823	1,938672182	[	0	0	-10,]	[7,348512909288729e-10	0,212584317	-8,906513214111328]
Punto	Encontrado									
3	7,396341082	6,384807587	19,86514327	[	0	-19	-4,]	[0,001352220308035612	-0,947261512	-8,929491996765137]
3	7,536311733	42,48941803	18,71366506	[	0	-19	-4,]	[0,0044179512187838554	-1,964078426	-8,41000747680664]
3	7,688538321	4,91110611	17,59746599	[	0	-19	-4,]	[0,008587891235947609	-3,203096867	-7,88281774520874]
5	7,895680463	46,37327194	16,26709857	[	0	-19	-4,]	[0,014104479923844337	-4,617342472	-7,3570556640625]
5	8,170727067	62,02339935	14,76925385	[	0	-19	-4,]	[0,021085616201162338	-5,87904644	-6,841784954071045]
5	8,466159906	34,00185394	13,42518561	[	0	-19	-4,]	[0,02902097813785076	-6,910804749	-6,3282294273376465]
7	8,756183884	49,38852692	12,31138239	[	0	-19	-4,]	[0,037642672657966614	-7,74226141	-5,6670942306518555]
7	9,038587347	6,200701237	11,3805667	[	0	-19	-4,]	[0,04681140184402466	-8,542644501	-4,595489978790283]
7	9,357525806	7,00951767	10,47440135	[	0	-19	-4,]	[0,05653978884220123	-9,349628448	-3,1154685020446777]
7	9,676835882	109,1922379	9,690988794	[	0	-19	-4,]	[0,06679335236549377	-10,15703773	-1,2273695468902588]
5	9,869648461	3,145446539	9,26768162	[	0	-19	-4,]	[0,0720696970820427	-10,55720234	-0,16201195120811462]
5	9,866421239	5,543071747	9,274490749	[	0	-19	-4,]	[0,0720696970820427	-10,55720234	-0,16201195120811462]
5	-105	35,19299316	999	[	0	-19	-4,]	[0,0720696970820427	-10,55720234	-0,16201195120811462]
#############	EPISODIO	376#################								
Punto	Encontrado									
8	10,64612163	33,05461884	7,855636358	[	0	0	-10,]	[1,7101614178602342e-12	0,013480052	-4,560914516448975]
8	12,7650577	69,09846497	5,439102188	[	0	0	-10,]	[9,834324327107069e-11	0,202412277	-5,665135860443115]
8	14,36401959	32,66274261	4,339587289	[	0	0	-10,]	[5,690815041425878e-10	0,611274242	-6,391172409057617]
8	15,72908132	34,33033371	3,660231247	[	0	0	-10,]	[1,8322139361259815e-09	1,220467329	-6,725283622741699]
8	16,12407849	97,06526184	3,494754334	[	0	0	-10,]	[4,510783302436039e-09	2,041730881	-6,6717987060546875]
8	15,19459441	37,95295715	3,904560006	[	0	0	-10,]	[9,471111006575939e-09	3,100841522	-6,206191062927246]
8	13,47483946	49,20053101	4,899816772	[	0	0	-10,]	[1,7626465620423915e-08	4,37454319	-5,337008476257324]
8	11,76246265	5,359706879	6,393756179	[	0	0	-10,]	[3,002514148420232e-08	5,852954388	-4,072976112365723]
8	10,3591331	72,88691711	8,32986718	[	0	0	-10,]	[4,5548951277396554e-08	7,565171242	-2,387697219848633]
8	9,261794702	8,301145554	10,73214655	[	0	0	-10,]	[4,745686510432279e-08	9,454439163	-0,3335001766681671]
8	8,443199612	5,99366951	13,5213771	[	0	0	-10,]	[0,0	9,589975357	-0,17742423713207245]
7	8,394955889	47,29232025	13,72773186	[	0	0	-10,]	[0,0	9,589975357	-0,17742423713207245]
7	-105	5,012415886	999	[	0	0	-10,]	[0,0	9,589975357	-0,17742423713207245]
#############	EPISODIO	377#################								
Punto	Encontrado									
7	10,64612163	32,30860138	7,855636358	[	0	0	-10,]	[0,0	0	-4,556840419769287]
7	12,76016788	57,52651596	5,44315958	[	0	0	-10,]	[0,0	0	-5,646883487701416]
3	14,3403534	4,941342831	4,353116512	[	0	0	-10,]	[4,7348162716953635e-12	-0,01468851	-6,489197254180908]
3	16,08442604	37,3547821	3,510833473	[	0	0	-10,]	[2,2177752689866992e-10	-0,208164915	-7,3468732833862305]
3	18,65642423	3,967284203	2,66128052	[	0	0	-10,]	[1,135342375668813e-09	-0,634088695	-8,228302001953125]
3	45	36,06076813	1,881749789	[	0	0	-10,]	[3,3506233343416625e-09	-1,277612448	-9,105522155761719]
Punto	Encontrado									
3	7,286403003	5,44644165	20,86841074	[19,	-2	-1,]	[0,8800801634788513	-2,57080102	-8,960295677185059]	
3	7,403893971	85,07682037	19,79958626	[19,	-2	-1,]	[1,7737501859664917	-2,801825762	-8,300878524780273]	
3	7,534635313	3,630584955	18,72670378	[19,	-2	-1,]	[2,626786947250366	-3,259828091	-7,647946357727051]	
