Episode,Action,Reward,Remaining length,Loss,NN Output,Punto objetivo,Posición actual
70,891,2,15.63,24.37,38.31,0,[19. -2. -1.],[ 36.67 -10.76 -21.93]
71,891,2,11.24,28.76,38.99,"[34.05017   0.       41.39055   0.        0.        0.        0.
 41.349545  0.      ]",[19. -2. -1.],[ 40.37 -11.9  -25.35]
72,891,2,6.13,33.87,38.95,"[26.748196  0.       33.34209   0.        0.       32.59048   0.
  0.        0.      ]",[19. -2. -1.],[ 44.02 -12.76 -28.35]
73,891,4,1.41,38.59,31.77,0,[19. -2. -1.],[ 47.64 -13.28 -32.43]
74,891,5,-3.99,43.99,33.94,"[0.       0.       0.       0.       0.       9.555429 0.       0.
 0.      ]",[19. -2. -1.],[ 51.21 -13.83 -35.4 ]
75,892,1,16.41,23.59,36.28,0,[-14.  13. -16.],[-2.22  2.07 -4.97]
76,892,8,20.51,19.49,36.58,0,[-14.  13. -16.],[-5.2   4.85 -8.22]
77,892,2,-10,999,39.72,"[ 0.        0.       55.163406  0.        0.        0.        0.
  0.        0.      ]",[-14.  13. -16.],[-6.31  5.71 -8.93]
78,893,2,20.68,19.32,38.44,0,[14. 13. -3.],[ 2.03  1.88 -0.44]
79,893,5,23.46,16.54,33.96,"[48.45552  44.558216 48.29487   0.        0.       52.400795  0.
 44.778244  0.      ]",[14. 13. -3.],[ 5.24  5.19 -1.57]
80,893,0,28.17,11.83,34.55,0,[14. 13. -3.],[ 8.3   8.64 -2.04]
81,893,5,32.76,7.24,39.86,"[ 0.       61.304123 62.27567   0.        0.       63.534706  0.
  0.       62.0917  ]",[14. 13. -3.],[11.38 11.77 -3.88]
82,893,5,36.97,3.03,32.75,"[70.05469  0.      69.08877  0.       0.      70.11305  0.       0.
  0.     ]",[14. 13. -3.],[14.43 15.2  -4.41]
83,893,5,37.35,2.65,32.85,"[67.87037  66.88378   0.        0.        0.       70.93954   0.
 68.804825  0.      ]",[14. 13. -3.],[17.45 18.92 -6.27]
84,893,0,32.41,7.59,35.32,"[60.822483  0.        0.        0.        0.        0.        0.
  0.       58.144596]",[14. 13. -3.],[20.45 22.91 -6.77]
85,893,8,27.59,12.41,35.4,"[ 0.        0.        0.        0.        0.        0.        0.
  0.       51.598778]",[14. 13. -3.],[23.44 26.48 -9.36]
86,893,0,22.36,17.64,32.4,"[40.60318  0.      38.22074  0.       0.       0.       0.       0.
  0.     ]",[14. 13. -3.],[26.33 30.22 -9.31]
87,893,0,17.91,22.09,36.88,0,[14. 13. -3.],[ 29.19  33.53 -12.25]
88,893,5,12.84,27.16,35.38,"[ 0.        0.        0.        0.        0.       32.7566    0.
 28.133976 30.122532]",[14. 13. -3.],[ 32.03  36.54 -12.76]
89,893,0,8.78,31.22,37.79,0,[14. 13. -3.],[ 34.88  39.96 -16.08]
90,893,8,3.48,36.52,30.67,"[ 0.        0.        0.        0.        0.        0.        0.
 15.742611 16.496735]",[14. 13. -3.],[ 37.66  43.02 -16.97]
91,893,7,-0.7,40.7,38.08,"[ 0.         2.5002956  0.         0.         0.         0.
  0.        12.573069   0.       ]",[14. 13. -3.],[ 40.46  46.46 -19.94]
92,894,7,19.43,20.57,38.39,"[43.380196  0.        0.        0.        0.        0.        0.
 43.557663  0.      ]",[ 17. -10.  -8.],[ 2.53 -1.48 -3.26]
93,894,8,22.55,17.45,30.87,"[ 0.        0.        0.        0.        0.        0.        0.
  0.       51.209286]",[ 17. -10.  -8.],[ 6.11 -3.59 -3.72]
94,894,4,26.66,13.34,29.64,0,[ 17. -10.  -8.],[ 9.59 -5.34 -4.2 ]
95,894,7,30.45,9.55,37.01,"[ 0.        0.        0.        0.        0.        0.        0.
 58.095776  0.      ]",[ 17. -10.  -8.],[13.11 -7.11 -4.66]
96,894,3,34.12,5.88,31.68,0,[ 17. -10.  -8.],[16.61 -8.88 -4.47]
97,894,4,-10,999,35.82,0,[ 17. -10.  -8.],[ 19.07 -10.27  -4.83]
98,895,0,16.51,23.49,31.69,"[38.104336  0.       35.080677  0.        0.        0.        0.
 35.497486  0.      ]",[ 18.   6. -16.],[ 2.76  0.92 -4.97]
99,895,1,20.51,19.49,34.11,0,[ 18.   6. -16.],[ 6.68  1.9  -8.29]
100,895,5,25.71,14.29,31.06,"[51.42231  50.30227  51.56279   0.        0.       54.573437  0.
  0.        0.      ]",[ 18.   6. -16.],[ 10.52   2.88 -11.54]
101,895,1,30.75,9.25,37.81,"[ 0.       57.97325   0.        0.        0.        0.        0.
 56.782383  0.      ]",[ 18.   6. -16.],[ 14.29   4.16 -14.81]
102,895,1,35.69,4.31,37.96,"[ 0.      67.59906 67.14618  0.       0.       0.       0.       0.
  0.     ]",[ 18.   6. -16.],[ 18.11   5.42 -18.74]
103,895,1,37.19,2.81,30.87,"[ 0.       71.116905  0.        0.        0.       68.51846   0.
  0.        0.      ]",[ 18.   6. -16.],[ 21.85   6.67 -22.69]
104,895,1,32.25,7.75,37.38,"[63.171875 64.23003  63.723846  0.        0.       62.358704  0.
  0.       61.226997]",[ 18.   6. -16.],[ 25.55   7.9  -27.22]
105,895,7,26.34,13.66,40.44,0,[ 18.   6. -16.],[ 29.24   9.14 -31.83]
106,895,1,20.33,19.67,34.27,"[43.28289  44.96778   0.        0.        0.       39.981014  0.
  0.        0.      ]",[ 18.   6. -16.],[ 32.89  10.35 -35.71]
107,895,3,14.91,25.09,29.93,0,[ 18.   6. -16.],[ 36.47  11.55 -40.87]
108,895,1,8.53,31.47,32.85,"[23.922842 28.997526 24.23316   0.        0.        0.        0.
  0.       25.786499]",[ 18.   6. -16.],[ 40.03  12.45 -44.74]
109,895,7,3.22,36.78,32.43,"[16.307323  0.       17.506918  0.        0.       12.369949  0.
 20.921146  0.      ]",[ 18.   6. -16.],[ 43.6   13.37 -50.56]
110,895,1,-3.64,43.64,32.91,0,[ 18.   6. -16.],[ 47.13  14.29 -53.88]
111,896,1,19.06,20.94,34.86,"[ 0.       42.30435   0.        0.        0.        0.        0.
  0.       42.220642]",[ 18.   6. -11.],[ 3.    1.   -4.23]
112,896,5,22.8,17.2,33.02,"[48.530262  0.       46.241943  0.        0.       51.058853  0.
  0.       45.84475 ]",[ 18.   6. -11.],[ 7.12  2.37 -6.48]
113,896,0,27.67,12.33,32.3,0,[ 18.   6. -11.],[11.07  3.98 -8.02]
114,896,5,32.19,7.81,27.78,"[62.42245 61.1986   0.       0.       0.      63.74105  0.       0.
 60.08547]",[ 18.   6. -11.],[ 15.1    5.28 -10.96]
115,896,0,37.01,2.99,28.0,"[70.3813   0.      70.07818  0.       0.      68.69393  0.       0.
  0.     ]",[ 18.   6. -11.],[ 19.12   6.9  -12.6 ]
116,896,4,37.85,2.15,34.46,0,[ 18.   6. -11.],[ 23.08   8.11 -16.22]
117,896,0,32.42,7.58,37.04,"[64.3962    0.        0.        0.        0.       61.686455  0.
 63.714947 63.10979 ]",[ 18.   6. -11.],[ 27.05   9.34 -17.92]
118,896,8,28.13,11.87,28.81,"[59.52735  58.466766 59.61226   0.        0.       57.46234   0.
  0.       59.84913 ]",[ 18.   6. -11.],[ 30.98  10.17 -22.2 ]
119,896,1,22.36,17.64,33.89,"[50.634354 54.914616  0.        0.        0.        0.        0.
  0.       52.370285]",[ 18.   6. -11.],[ 34.91  11.19 -23.46]
120,896,1,18.36,21.64,33.25,"[ 0.       47.929825  0.        0.        0.        0.        0.
  0.       46.499443]",[ 18.   6. -11.],[ 38.86  12.21 -28.06]
121,896,1,12.35,27.65,39.11,"[37.15791  42.5215    0.        0.        0.       32.584724  0.
  0.       39.189213]",[ 18.   6. -11.],[ 42.67  13.12 -29.69]
122,896,2,8.24,31.76,30.99,"[28.027546  0.       32.02638   0.        0.       22.9669    0.
 30.823751 30.634605]",[ 18.   6. -11.],[ 46.5   14.07 -34.74]
123,896,4,2.04,37.96,37.81,0,[ 18.   6. -11.],[ 50.31  15.15 -36.89]
124,896,4,-2.41,42.41,30.28,0,[ 18.   6. -11.],[ 54.05  16.26 -42.1 ]
125,897,3,15.1,24.9,31.38,0,[-12.  15. -16.],[-1.71  2.14 -3.04]
126,897,0,19.04,20.96,33.32,"[56.825764  0.       49.874237  0.        0.       54.34819   0.
  0.       49.036385]",[-12.  15. -16.],[-4.21  4.95 -6.05]
127,897,8,23.86,16.14,32.57,0,[-12.  15. -16.],[-5.24  6.19 -8.59]
128,897,0,-10,999,29.68,"[61.911068  0.        0.        0.        0.       60.726692  0.
 59.45032  56.782406]",[-12.  15. -16.],[-5.24  6.25 -8.73]
129,898,5,17.26,22.74,37.1,"[42.298306  0.        0.        0.        0.       43.85573   0.
 33.572315  0.      ]",[ 16. -11. -12.],[ 2.4  -1.64 -2.53]
130,898,5,20.97,19.03,33.83,"[ 0.       0.       0.       0.       0.      48.71785  0.       0.
 44.26567]",[ 16. -11. -12.],[ 5.9  -3.74 -4.94]
131,898,1,25.7,14.3,35.02,0,[ 16. -11. -12.],[ 9.28 -5.46 -7.21]
132,898,5,30.06,9.94,25.11,"[ 0.       53.029232 54.654465  0.        0.       61.565266  0.
  0.        0.      ]",[ 16. -11. -12.],[ 12.72  -7.22 -10.24]
133,898,5,34.69,5.31,35.08,"[ 0.        0.        0.        0.        0.       66.91291   0.
  0.       63.608967]",[ 16. -11. -12.],[ 16.01  -8.6  -12.48]
134,898,0,37.55,2.45,36.8,"[68.94754  0.      66.76823  0.       0.       0.       0.       0.
 67.04037]",[ 16. -11. -12.],[ 19.31  -9.68 -15.43]
135,898,1,35.05,4.95,27.39,"[66.952835 67.42627  67.08668   0.        0.        0.        0.
  0.       66.623726]",[ 16. -11. -12.],[ 22.65 -11.11 -18.39]
136,898,1,30.78,9.22,29.76,"[61.754635 63.06706   0.        0.        0.        0.        0.
 60.9464   59.79287 ]",[ 16. -11. -12.],[ 25.95 -12.5  -22.06]
137,898,0,25.77,14.23,34.62,"[53.75536  0.       0.       0.       0.       0.       0.       0.
  0.     ]",[ 16. -11. -12.],[ 29.23 -13.87 -25.67]
138,898,7,20.76,19.24,35.97,0,[ 16. -11. -12.],[ 32.52 -15.57 -30.03]
139,898,1,15.13,24.87,32.43,"[38.253952 42.07789   0.        0.        0.       30.879877  0.
 38.488632  0.      ]",[ 16. -11. -12.],[ 35.78 -17.24 -32.99]
140,898,7,10.49,29.51,32.22,"[31.681705  0.        0.        0.        0.       23.94411   0.
 33.198692 29.55798 ]",[ 16. -11. -12.],[ 38.98 -18.88 -37.91]
141,898,1,4.48,35.52,37.05,"[ 0.       28.037497  0.        0.        0.        0.        0.
 25.173199  0.      ]",[ 16. -11. -12.],[ 42.17 -20.52 -40.25]
142,898,7,0.33,39.67,29.49,"[17.377523   0.         0.         0.         0.         7.0023937
  0.        19.130835  15.887857 ]",[ 16. -11. -12.],[ 45.37 -22.16 -45.63]
143,898,8,-6.02,46.02,32.21,0,[ 16. -11. -12.],[ 48.57 -23.8  -47.45]
144,899,8,20.26,19.74,27.68,"[49.600586 47.04875  46.99653   0.        0.        0.        0.
 48.31529  50.25831 ]",[ 17. -10.  -3.],[ 2.19 -1.29 -2.06]
145,899,8,22.79,17.21,27.56,0,[ 17. -10.  -3.],[ 5.57 -2.97 -1.46]
146,899,0,26.49,13.51,31.35,"[55.68825  0.       0.       0.       0.       0.       0.      54.40529
  0.     ]",[ 17. -10.  -3.],[ 8.9  -4.32 -0.91]
147,899,8,29.89,10.11,26.74,"[ 0.       56.609314  0.        0.        0.        0.        0.
 55.914673 58.371094]",[ 17. -10.  -3.],[12.2  -5.99 -1.01]
148,899,5,-10,999,34.38,"[ 0.        0.        0.        0.        0.       64.67252   0.
  0.       63.507763]",[ 17. -10.  -3.],[14.39 -7.01 -0.25]
149,900,5,18.51,21.49,33.1,0,[ -2.  19. -10.],[-0.32  3.06 -2.29]
150,900,5,22.22,17.78,33.29,0,[ -2.  19. -10.],[-0.76  7.7  -4.3 ]
151,900,7,27.28,12.72,33.77,"[ 0.       0.       0.       0.       0.      59.2999   0.      60.89803
  0.     ]",[ -2.  19. -10.],[-1.19 12.56 -6.23]
152,900,8,32.49,7.51,31.01,"[ 0.        0.       62.633564  0.        0.        0.        0.
  0.       64.12487 ]",[ -2.  19. -10.],[-1.62 17.32 -7.51]
153,900,2,36.97,3.03,27.54,0,[ -2.  19. -10.],[-2.06 22.45 -8.8 ]
154,900,8,36.35,3.65,34.42,"[ 0.       65.486084 63.357365  0.        0.        0.        0.
  0.       68.53645 ]",[ -2.  19. -10.],[ -2.48  27.82 -10.77]
155,900,5,31.14,8.86,25.85,0,[ -2.  19. -10.],[ -2.9   33.27 -11.34]
156,900,7,25.63,14.37,29.12,"[ 0.        0.       42.643074  0.        0.        0.        0.
 48.846615  0.      ]",[ -2.  19. -10.],[ -3.31  39.07 -13.3 ]
157,900,0,19.62,20.38,26.12,"[44.616436 36.37745   0.        0.        0.        0.        0.
  0.       43.071037]",[ -2.  19. -10.],[ -3.72  44.77 -13.18]
158,900,8,13.97,26.03,29.12,"[ 0.        0.        0.        0.        0.        0.        0.
  0.       37.796726]",[ -2.  19. -10.],[ -4.13  50.06 -15.75]
159,900,5,8.34,31.66,32.24,"[30.536846  0.       13.552797  0.        0.       34.029858  0.
 20.544632  0.      ]",[ -2.  19. -10.],[ -4.52  55.48 -15.14]
160,900,0,3.07,36.93,32.8,0,[ -2.  19. -10.],[ -4.92  61.27 -17.59]
161,900,5,-3.05,43.05,29.43,"[ 0.        0.        0.        0.        0.       18.05407   0.
  0.       14.167407]",[ -2.  19. -10.],[ -5.31  66.7  -17.2 ]
162,901,0,16.32,23.68,28.28,"[50.966408  0.        0.        0.        0.        0.        0.
 40.373684  0.      ]",[-15. -12. -16.],[-2.23 -1.78 -4.85]
163,901,5,20.2,19.8,28.03,"[51.774887  0.       35.31025   0.        0.       51.87785   0.
 44.873398  0.      ]",[-15. -12. -16.],[-5.35 -4.62 -8.  ]
164,901,8,25.46,14.54,34.26,"[ 0.        0.       44.69358   0.        0.       57.96093   0.
 51.67135  59.722347]",[-15. -12. -16.],[ -8.35  -7.05 -10.44]
165,901,8,30.02,9.98,30.81,"[ 0.        0.       50.70228   0.        0.       61.330288  0.
 57.027523 61.87208 ]",[-15. -12. -16.],[-11.45  -9.26 -12.97]
166,901,2,34.59,5.41,32.36,0,[-15. -12. -16.],[-14.46 -11.13 -14.74]
167,901,8,50,1.63,30.87,"[69.47618 66.43373 64.88194  0.       0.      69.32031  0.      67.88299
 70.22372]",[-15. -12. -16.],[-17.47 -12.69 -17.87]
168,901,1,67.15,22.85,28.66,"[ 0.       47.772964  0.        0.        0.        0.        0.
 47.750996  0.      ]",[  1. -22. -19.],[-22.02 -15.22 -19.03]
169,901,0,66.0,24.0,34.04,"[47.647003  0.        0.        0.        0.        0.        0.
  0.        0.      ]",[  1. -22. -19.],[-21.68 -16.13 -19.45]
170,901,7,66.57,23.43,28.55,"[ 0.        0.       47.679703  0.        0.       46.69237   0.
 49.25911   0.      ]",[  1. -22. -19.],[-21.49 -17.4  -19.91]
171,901,8,67.03,22.97,34.07,"[47.054832  0.       46.74358   0.        0.       45.14893   0.
 47.724663 48.075577]",[  1. -22. -19.],[-21.28 -18.63 -19.69]
172,901,7,67.45,22.55,40.4,"[ 0.       47.643105 47.124992  0.        0.       44.70904   0.
 48.065807 47.6396  ]",[  1. -22. -19.],[-21.08 -19.55 -19.46]
173,901,7,67.78,22.22,33.51,"[46.168816 47.747387  0.        0.        0.        0.        0.
 48.18352  47.58261 ]",[  1. -22. -19.],[-20.88 -20.48 -18.53]
174,901,7,68.06,21.94,29.97,"[ 0.        0.        0.        0.        0.        0.        0.
 47.297256  0.      ]",[  1. -22. -19.],[-20.68 -21.41 -17.63]
175,901,0,68.27,21.73,32.58,"[45.386738  0.        0.        0.        0.        0.        0.
  0.        0.      ]",[  1. -22. -19.],[-20.48 -22.34 -16.02]
176,901,7,68.31,21.69,41.05,"[ 0.        0.       43.71067   0.        0.       45.26425   0.
 45.785645 43.88112 ]",[  1. -22. -19.],[-20.28 -23.62 -15.81]
177,901,1,68.43,21.57,28.87,"[ 0.       44.504574 41.991493  0.        0.        0.        0.
  0.       42.67896 ]",[  1. -22. -19.],[-20.08 -24.87 -13.56]
178,901,0,68.04,21.96,35.69,"[40.914528  0.       39.766075  0.        0.        0.        0.
  0.       40.56658 ]",[  1. -22. -19.],[-19.88 -26.14 -13.99]
179,901,5,68.13,21.87,31.6,"[39.525913  0.       38.13922   0.        0.       41.654675  0.
  0.       40.989502]",[  1. -22. -19.],[-19.69 -27.67 -12.34]
180,901,8,67.54,22.46,37.8,"[38.315998 38.571114 35.667915  0.        0.        0.        0.
  0.       38.786247]",[  1. -22. -19.],[-19.49 -28.81 -12.94]
181,901,5,67.57,22.43,31.89,"[38.367336 38.971176  0.        0.        0.       40.705917  0.
 39.574615 38.20401 ]",[  1. -22. -19.],[-19.3  -29.71 -10.52]
182,901,5,66.69,23.31,34.34,"[36.992146 38.62385  34.953545  0.        0.       40.801838  0.
 38.916153 36.792744]",[  1. -22. -19.],[-19.1  -30.23 -11.06]
183,901,5,66.87,23.13,28.9,"[ 0.       36.987865 32.373783  0.        0.       38.88838   0.
 37.8967   34.459885]",[  1. -22. -19.],[-18.91 -30.5   -8.49]
184,901,8,65.94,24.06,34.34,"[35.320065  0.        0.        0.        0.        0.        0.
  0.       35.629005]",[  1. -22. -19.],[-18.71 -30.38  -9.17]
185,901,5,66.43,23.57,28.83,"[35.833908 38.076748 33.377674  0.        0.       41.10238   0.
 39.070587 36.589188]",[  1. -22. -19.],[-18.55 -30.1   -6.88]
186,901,5,65.62,24.38,30.36,"[ 0.        0.       34.16751   0.        0.       42.341595  0.
 40.32059  36.622032]",[  1. -22. -19.],[-18.45 -29.6   -7.63]
187,901,5,66.22,23.78,34.29,"[ 0.        0.       37.08173   0.        0.       43.559258  0.
 41.284775 38.163284]",[  1. -22. -19.],[-18.36 -28.84  -7.53]
188,901,5,66.48,23.52,34.67,"[ 0.       42.19795  40.019627  0.        0.       45.816963  0.
 42.845173 41.294514]",[  1. -22. -19.],[-18.27 -27.72  -8.47]
189,901,7,67.31,22.69,35.43,"[43.35424  44.987778  0.        0.        0.        0.        0.
 46.37701  44.449917]",[  1. -22. -19.],[-18.18 -26.33  -8.37]
190,901,5,67.65,22.35,36.17,"[ 0.       44.91932  42.56439   0.        0.       48.465416  0.
 46.341984 43.7396  ]",[  1. -22. -19.],[-18.09 -24.98  -8.6 ]
191,901,8,68.06,21.94,40.35,"[ 0.       42.925537 40.204826  0.        0.        0.        0.
  0.       43.203117]",[  1. -22. -19.],[-18.   -23.29  -8.49]
192,901,5,68.25,21.75,35.33,"[42.677402 41.972332 39.833847  0.        0.       47.44682   0.
 43.65779  43.284546]",[  1. -22. -19.],[-17.91 -21.31  -8.05]
193,901,2,68.14,21.86,40.51,0,[  1. -22. -19.],[-17.82 -19.09  -7.96]
194,901,1,67.99,22.01,32.13,"[ 0.      40.26629  0.       0.       0.       0.       0.       0.
  0.     ]",[  1. -22. -19.],[-17.72 -16.5   -8.22]
195,901,0,67.71,22.29,27.62,"[42.965633 38.692204  0.        0.        0.        0.        0.
 38.444164  0.      ]",[  1. -22. -19.],[-17.62 -13.98  -8.81]
196,901,4,67.31,22.69,33.99,0,[  1. -22. -19.],[-17.52 -11.86  -9.71]
197,901,0,66.93,23.07,34.27,"[40.255756 36.131042  0.        0.        0.        0.        0.
 36.059715  0.      ]",[  1. -22. -19.],[-17.42  -9.6  -10.32]
